business_id,name,address,city,state,postal_code,latitude,longitude,stars_x,review_count,is_open,attributes,categories,hours,review_id,user_id,stars_y,useful,funny,cool,text,date
34Eqv8jXgxg_EEwcsNgeeg,Backyard Bowls,331 Motor Way,Santa Barbara,CA,93101.0,34.4151137,-119.6944966,4.0,659,1,"{'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'False', 'Caters': 'False', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'HappyHour': 'False', 'RestaurantsDelivery': 'None', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}""}","Health Markets, Coffee & Tea, Ice Cream & Frozen Yogurt, Restaurants, Juice Bars & Smoothies, Breakfast & Brunch, Food, American (New), Specialty Food","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}",K5nGMen2Xdwjrfo6wtJ8Vw,JgtEGhBq0gH8KqF3FL7ahw,4,1,0,0,healthy and tasty! great way to start the morning,2014-01-31 02:28:46
0cWnURpfrb4MqKSzyVN4SQ,Alcazar Tapas Bar,1812 Cliff Dr,Santa Barbara,CA,93109.0,34.40171,-119.7212025,4.0,152,1,"{'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'BYOBCorkage': ""'no'"", 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""u'no'"", 'BYOB': 'False', 'RestaurantsReservations': 'False', 'DogsAllowed': 'True', 'RestaurantsTableService': 'True', 'BusinessAcceptsBitcoin': 'False', 'DriveThru': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'False', 'OutdoorSeating': 'True', 'HasTV': 'False', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'False', 'HappyHour': 'False', 'Ambience': ""{u'divey': False, u'hipster': True, u'casual': None, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': False, u'upscale': False}"", 'Corkage': 'True', 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': False, u'dinner': True, u'latenight': None, u'dessert': None}""}","Tapas Bars, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:15', 'Wednesday': '17:0-21:15', 'Thursday': '17:0-21:45', 'Friday': '17:0-21:45', 'Saturday': '17:0-21:45'}",8ERd8ZxjXT2t4w95LvRwQQ,fxVypyEk-DRtBfreKwPW4A,4,0,0,0,"It's hard to find a good tapas bar in the east bay, so when we were in Santa Barbara, we were excited to come here. We were not disappointed. The service was attentive and the sangria and food were good.",2011-07-12 04:28:26
uO39--k_hrCFgZh-Bl8m8A,Taqueria Cuernavaca,201 W Carrillo St,Santa Barbara,CA,93101.0,34.418932,-119.704239,4.5,409,1,"{'Caters': 'False', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Mexican, Tacos, Restaurants","{'Monday': '10:0-20:30', 'Wednesday': '10:0-20:30', 'Thursday': '10:0-20:30', 'Friday': '10:0-20:30', 'Saturday': '10:0-20:30', 'Sunday': '10:0-20:30'}",0Jjmmw0c_IjYEE03MAxCGQ,K99BL48_GKqnD7vW5IL5WA,5,0,0,0,"Just got back from a five day trip to Santa Barbara and out of those five days, we found and ate at Cuernavaca three days.  They were that good.  Loved their al pastor tacos, tried their quesadilla, burrito and taco de chicharon, even brought some home.  Also loved their taco de raja con queso.  I understand they have one in Ventura and opening in Oxnard.  Would most definitely make the drive.  Would highly recommend this place to anyone visiting SB.",2014-02-26 17:06:11
3DSgJFIaXjdknbZn3LSnPQ,Dart Coffee Co,121 E Yanonali St,Santa Barbara,CA,93101.0,34.4158054,-119.689906,4.5,123,1,"{'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'None', 'WheelchairAccessible': 'True'}","Food, Coffee Roasteries, Coffee & Tea","{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-16:0'}",bPvNlpd9wkGQtdsrF_-IAg,SnlCiuSBXe_jrTzhDozzGQ,5,0,0,0,"Located in the Funk zone, you must try Dart coffee! I had the June bug lavender latte and it was delicious.",2021-04-16 04:55:51
YgbIbmfDlB-bZSsjuIfKwA,Jack's Bistro and Famous Bagels,53 S Milpas St,Santa Barbara,CA,93103.0,34.421271,-119.677216,3.5,219,1,"{'BikeParking': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'none'"", 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HappyHour': 'False', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True'}","Coffee & Tea, Food, Bagels, Breakfast & Brunch, Restaurants","{'Monday': '6:0-14:0', 'Tuesday': '6:0-14:0', 'Wednesday': '6:0-14:0', 'Thursday': '6:0-14:0', 'Friday': '6:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",dlwo8oVtJiuWXP7mhzw39w,XY8YKtVkJg0tns4kl4F23Q,5,1,0,1,"Only reason I ran into this place was because it was the only place while looking thru Yelp as a good rated place to eat. So I decided to give it a shot. Being morning time and being a fan of Chorizo and bagels, seen that they had a chorizo/egg breakfast bagel. Was really impressed with the right amount of chorizo added since most places you taste more egg than chorizo. This place just made my morning, being the food explorer that I am.. this place left me wanting to try more and I sure want to try the rest of the menu. Now I have more of a reason to come to Santa Barbara.. this place and a cupcake spot on State St.",2012-09-25 23:01:08
RcAv4B2kZgmb-igVKDvcJQ,Tammy Dobrotin - State Farm Insurance Agent,"3015 State St, Ste C",Santa Barbara,CA,93105.0,34.4401148,-119.7289067,4.5,20,1,{'ByAppointmentOnly': 'False'},"Financial Services, Home & Rental Insurance, Life Insurance, Financial Advising, Auto Insurance, Insurance","{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:30', 'Wednesday': '9:0-17:30', 'Thursday': '9:0-17:30', 'Friday': '9:0-12:0'}",IgYTPufdIt6Jo-_B-TYmJA,IBZKODqPLEDzsNbL8mbc8g,1,1,0,0,"DO NOT USE STATE FARM INSURANCE,I REPEAT DO NOT USE STATE FARM INSURANCE!!!! I only gave them 1 star so I can leave a review they don't even deserve that star. I'm very frustrated, upset and unsatisfied with STATE FARM INSURANCE. I've been with them an have my life insurance (which I thought was great) & my automobile insurance since November 2016'. They over charged me by 60$ then said they would credit me last month- never did. So I had to call tell them to credit me, they still didn't credit me & said they would call me back- never did again. Now all of a sudden my car insurance is 228$ every month from 180$ a month. 1st off they lied by saying they would credit me. 2nd of all they were rude an said I was not a priority to them. 3rd of all I had to call them n track them down for them to tell me that they ""kinda"" credited me & now everyone's premium went up & they've been too busy to call me back. I'm soo upset & inconvenienced by them because now I have no flippin car or life insurance!!! This is soo rude & unprofessional!!! Who tells someone who is a paying customer that they are not a priority to them!!!??? I Live in Santa Barbara and everything is already expensive af.",2018-01-04 21:55:08
l0MYvo9VPUN-gnlAhg11UQ,SB Chauffeuring & Tours,"3345 State St, Ste 3397",Santa Barbara,CA,93130.0,34.440009,-119.736474,4.5,61,1,"{'WiFi': ""u'free'""}","Transportation, Limos, Wine Tours, Tours, Airport Shuttles, Hotels & Travel","{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-23:0'}",Tiw7Jtb1JruOAhUWG-2dCw,s_rPnFds9wG0r5IeygPO2g,5,55,0,0,"Excellent service it deserves the 5 star. The driver arrived on time, clean car, and a friendly driver. It is all you want from a limo service.",2012-09-28 22:25:40
8yeGQZDoFg1IGHzPTN3yTQ,The Base,116 Anacapa St,Santa Barbara,CA,93101.0,34.4148284,-119.6896883,5.0,10,1,"{'WheelchairAccessible': 'True', 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Cardio Classes, Physical Therapy, Trainers, Health & Medical, Active Life, Gyms, Fitness & Instruction","{'Monday': '0:0-0:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '8:0-13:0', 'Sunday': '9:0-13:0'}",oK-7ntv69O79qtvMqvouXA,BMOZjOyA7CyxSHyufS6hkg,5,0,0,0,"This place is incredible, walked in was looking for a surfboard rental. The guys at the front desk were more then happy to help rented a board from them and they looked up surf conditions and told me where would be the best. When I returned the board they had nice showers to clean all the sand off. Looked over the gym as well, top of the line equipment and as a bomb tech for the military I would bring my team here to work out. Would recommend this place if your looking to rent surf boards/bikes/beach equipment. If your an athlete or just getting in to working out I would recommend checking this place out.",2018-08-31 18:19:44
-8iATYRnN46Km0_-ldx6cg,Pace food+drink,413 State St,Santa Barbara,CA,93101.0,34.416158,-119.6948315,4.0,162,0,"{'WiFi': ""u'no'"", 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'Caters': 'False', 'GoodForKids': 'False', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True'}","Food, Restaurants, American (New)","{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}",XgL3K8ShmvG0nPxEpSrBkA,fg4z4NWQlbefIOSJNpl9UQ,5,0,0,0,"Awesome burgers, probably the best. All burgers came out cooked exactly the way they were ordered, and juicy! The white cheddar they use is perfect and the bacon is super crispy. I also had the Hawaiin Grilled Chicken was done right! I look forward to coming back and trying more items on the menu",2012-06-22 19:08:25
SYHDOHRNAH-2xsw3XB5qbg,The Shop Kitchen,730 N Milpas St,Santa Barbara,CA,93103.0,34.429169291,-119.6889214927,4.5,1108,1,"{'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'HappyHour': 'False', 'WheelchairAccessible': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'True', 'DogsAllowed': 'True', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'Corkage': 'False', 'BYOB': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True'}","American (New), Food, Restaurants, Coffee & Tea, Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '8:0-14:0', 'Wednesday': '8:0-14:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-14:0', 'Saturday': '8:0-14:0', 'Sunday': '8:0-14:0'}",ONlbIJywPRPtTlAZut5fAA,eBSB-XWz1q3aMpGaU0FH9A,5,1,0,0,"The breakfast here was outstanding. Both my husband and I tried the gluten free egg dishes. They were healthy and delicious. 

The outdoor seating and general ambiance had such a good vibe. We really enjoyed our experience.",2014-01-03 20:07:34
-e8RwknT5szoLk9uBZjzcw,Riverbench Santa Barbara Tasting Room,"137 Anacapa St, Ste C",Santa Barbara,CA,93101.0,34.4148148,-119.6905632,4.0,121,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'True', 'RestaurantsTakeOut': 'True', 'ByAppointmentOnly': 'True', 'BusinessAcceptsBitcoin': 'False', 'Caters': 'False', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'loud'"", 'WiFi': ""u'no'""}","Wine Bars, Wine Tasting Room, Wineries, Beer, Wine & Spirits, Arts & Entertainment, Nightlife, Bars, Food","{'Monday': '12:0-17:0', 'Tuesday': '12:0-17:0', 'Wednesday': '12:0-17:0', 'Thursday': '12:0-17:0', 'Friday': '12:0-17:0', 'Saturday': '12:0-17:0', 'Sunday': '12:0-17:0'}",mgjyCFgjBkLDgd8RQMqoWQ,Xq1VZb4Oo5hbZslSchWzXA,4,0,0,0,I was looking for a nice winery to do a tasting while here in the west coast visiting and yelpers once again did not disappoint . It's a little hard to find this place when navigating in the area for the first time and you gotta find street parking. It's a cute little room with bar seating and a lounge area. We were the only ones there as it had just opened. I did the Chardonnay tasting for $15 and it was wonderful . The rose was my favorite with the estate Chardonnay coming in second . They have a bubbly tasting as well that was $20 but since I was the only one doing the tasting I'm going to have to reserve that for next time . Chardonnay is my fave white wine and I must say this place knows what they're doing !,2015-10-30 14:30:33
KC8_Rx4Orlsz8LIonCYXsA,Santa Barbara Brewing Co,501 State St,Santa Barbara,CA,93101.0,34.4167478,-119.6957697,3.5,642,0,"{'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'WiFi': ""'free'"", 'RestaurantsReservations': 'True', 'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'Alcohol': ""'full_bar'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsPriceRange2': '2', 'Smoking': ""u'no'"", 'NoiseLevel': ""u'loud'"", 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'WheelchairAccessible': 'True'}","Breweries, Restaurants, Sports Bars, Nightlife, American (Traditional), Food, Bars","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:30', 'Friday': '11:0-23:30', 'Saturday': '11:0-23:30', 'Sunday': '11:0-23:0'}",ZCvzkYSoMB7p4J9haTnorg,jQGvFXsRAR8CMeqOgVuGLg,3,1,0,0,"They have a good happy hour. Their beer was ok but you get what you pay for. They had good service, but I felt like I had to drink more than one beer since they kept asking me if I needed another while we were just trying to relax and watch summer olympics.",2012-08-10 01:14:06
H-1qpp_77KggOAr9htUrEw,Cava Restaurant & Bar,1212 Coast Village Rd,Montecito,CA,93108.0,34.421378,-119.644135,4.0,367,0,"{'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'BYOBCorkage': ""'yes_corkage'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Corkage': 'True', 'Caters': 'True', 'WiFi': ""u'free'"", 'Alcohol': ""'full_bar'"", 'BikeParking': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'Smoking': ""u'no'"", 'RestaurantsTableService': 'True', 'CoatCheck': 'False', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'NoiseLevel': ""u'average'"", 'DogsAllowed': 'True', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False', 'HappyHour': 'True', 'BYOB': 'False', 'RestaurantsDelivery': 'True'}","Tapas Bars, Nightlife, Spanish, Latin American, Mexican, Breakfast & Brunch, Restaurants, Cocktail Bars, Bars","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '12:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}",xKbbCq0tfdoFxIUr6HFvDQ,2f1Om2kVJgi4cct_rq6f8Q,5,1,0,0,You must try either the margaritas and/or sangria. Best ever and beautiful accompaniment to their world class food.,2019-07-08 02:48:07
1ELQjj8JfYZQF2Z4fu5Jvw,Petco,3985 State St,Santa Barbara,CA,93105.0,34.4403,-119.7535,2.5,72,1,"{'HasTV': 'False', 'DogsAllowed': 'True', 'Caters': 'False', 'WheelchairAccessible': 'True', 'CoatCheck': 'False', 'ByAppointmentOnly': 'False', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'False', 'HappyHour': 'False', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True'}","Pet Stores, Pets, Pet Services, Pet Training, Pet Groomers","{'Monday': '0:0-0:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '9:0-20:0', 'Sunday': '10:0-19:0'}",ovX7Xw399Lrr5byfMz_uUw,biiytB_o3KzSq_s2WlDkOw,3,4,0,2,"Small petco with mediocre employees. I find myself at times searching for someone to help me. Their selection of guinea pig and other small furry animals is small and so is the selection of foods, toys, accessories, etc. 

And something just dawned on me, the Petco PALS card (discount card) only saves a few cents here and there. and if you buy 10 bags of dog/cat food you get the 11 free. i don't have a dog or cat! I don't need free dog/cat food. I think it is about time I find a new petstore.",2007-07-22 21:59:30
BErYojCJSO959vzaz9JclQ,Savoy Cafe & Deli,24 W Figueroa St,Santa Barbara,CA,93101.0,34.4219321,-119.7040745,4.5,571,1,"{'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'beer_and_wine'"", 'ByAppointmentOnly': 'False', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'DogsAllowed': 'True', 'RestaurantsTableService': 'False', 'HasTV': 'False', 'WheelchairAccessible': 'True', 'BYOB': 'False', 'RestaurantsDelivery': 'True'}","Restaurants, Delis, Coffee & Tea, Breakfast & Brunch, Food, Gluten-Free, Cafes, Beer, Wine & Spirits","{'Monday': '7:30-16:0', 'Tuesday': '7:30-16:0', 'Wednesday': '7:30-16:0', 'Thursday': '7:30-16:0', 'Friday': '7:30-16:0', 'Saturday': '7:30-16:0'}",1pVP_v3Z9c6YHuCyTMf38w,kdk86-k3MD9E2ipHF-hR-w,5,0,0,0,"For lunch, this is my absolute favorite place to go for a healthy, high-quality, light meal. The salad bar is the best I've ever experienced, and allows me to have a light, protein-rich lunch that keeps me feeling energetic through the rest of my work day rather than sinking into a post-lunch coma after a big sandwich or the like. The house-made poppyseed vinaigrette is one of my favorite dressings at any restaurant in Santa Barbara and is now sold by the bottle in their refrigerated section. There is also a lovely selection of drinks from natural cola to kombucha, as well as an array of gluten-free and sugar-free baked goods (and full-gluten and sugar as well!). It is a gift to have this establishment in Santa Barbara.",2012-07-25 00:20:10
3Wy21heeDm8h2tSZfcj6OA,Lure Fish House,"3815 State St, Ste G131",Santa Barbara,CA,93105.0,34.43884928,-119.7481642957,4.5,1453,1,"{'CoatCheck': 'False', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'loud'"", 'Caters': 'False', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'BusinessAcceptsBitcoin': 'False', 'GoodForDancing': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'False', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'Alcohol': ""u'full_bar'"", 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'WheelchairAccessible': 'True', 'Smoking': ""u'no'"", 'HasTV': 'True', 'ByAppointmentOnly': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}"", 'RestaurantsDelivery': 'True', 'BikeParking': 'True'}","Breakfast & Brunch, Food, Beer, Wine & Spirits, Bars, Seafood, Restaurants, Wine Bars, Cocktail Bars, American (New), Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-20:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}",1_RpjsYJE6u7JJuwmXEFpQ,VzUk9ILhHSuZQBImAjix1g,4,1,1,1,"Hooray. They are now open in Santa Barbara. The Baja fish tacos for lunch are worth the trip. Great service, ambience, prices, selection, beer selection. The only drawback is we tried to get in for dinner 5:30 on a Sunday and it was a 90 minute wait so hopefully the crowds will die down in the future.",2016-04-09 15:05:13
