business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
Rad7bl6MFOEemh41CdREMQ,Isla Vista Community Bike Center,6584 Madrid Rd,Isla Vista,CA,93117,34.4126811,-119.8575491,5.0,6,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Community Service/Non-Profit, Shopping, Local Services, Bike Rentals, Bikes, Bike Repair/Maintenance, Active Life, Sporting Goods","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-19:0'}"
ifjluUv4VASwmFqEp8cWlQ,Marty's Pizza,2733 De La Vina St,Santa Barbara,CA,93105,34.4362361,-119.7261474,4.0,64,1,"{'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""'average'"", 'HasTV': 'True', 'BusinessParking': ""{'garage': None, 'street': None, 'validated': None, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': None, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}""}","Pizza, Restaurants","{'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:30'}"
VeFfrEZ4iWaecrQg6Eq4cg,Cal Taco,"7320 Hollister Ave, Ste 1",Goleta,CA,93117,34.4305419,-119.882367,4.0,189,1,"{'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True', 'HappyHour': 'True', 'DogsAllowed': 'True', 'DriveThru': 'False', 'WheelchairAccessible': 'True', 'Corkage': 'False', 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"", 'GoodForMeal': ""{u'breakfast': None, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': False}"", 'BYOB': 'False'}","Burgers, Cafes, Restaurants, Mexican, American (Traditional)","{'Monday': '0:0-0:0', 'Tuesday': '8:0-20:30', 'Wednesday': '8:0-20:30', 'Thursday': '8:0-20:30', 'Friday': '8:0-20:30', 'Saturday': '8:0-20:30', 'Sunday': '8:0-20:30'}"
4pS7qnjJ7_DCoJB-Enl7KA,Prop and Decor Outlet: The Tent Merchant Inc.,930 State St,Santa Barbara,CA,93101,34.4214452,-119.7014496,4.0,5,1,,"Shopping, Home & Garden, Home Decor, Props","{'Monday': '10:0-17:30', 'Tuesday': '10:0-17:30', 'Wednesday': '10:0-17:30', 'Thursday': '10:0-17:30', 'Friday': '10:0-17:30', 'Saturday': '10:0-17:30', 'Sunday': '11:0-17:30'}"
X7FQ5k29A_RRYep7TOfjtw,"Dawna Ara, DACM, LAc","23 Hitchcock Way, Ste 110",Santa Barbara,CA,93105,34.4392950745,-119.7443122433,5.0,54,1,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Health & Medical, Beauty & Spas, Skin Care, Acupuncture, Massage, Traditional Chinese Medicine","{'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0'}"
bdfZdB2MTXlT6-RBjSIpQg,Pho Bistro,903 Embarcadero Del Norte,Isla Vista,CA,93117,34.4129345,-119.8555307,3.0,184,1,"{'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Food, Restaurants, Chinese, Bubble Tea, Vietnamese","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
VEbHYioBfoPiIOWntE_DBA,Tienda Ho,1105 State St,Santa Barbara,CA,93101,34.422317,-119.7036672,4.5,34,0,"{'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True'}","Shopping, Women's Clothing, Jewelry, Fashion, Accessories","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '11:0-18:0'}"
xwSWtJcQkzTF6HNm_IMgcg,Rusty's Pizza Parlor,270 Storke Rd,Goleta,CA,93117,34.4290427,-119.8693616,2.5,94,1,"{'RestaurantsPriceRange2': '2', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Corkage': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'BYOBCorkage': ""'yes_free'"", 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'Caters': 'False', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'True', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}""}","Chicken Wings, Salad, Restaurants, Pizza, Italian, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}"
82suwumWp1MEq04QhiS9DQ,Surreal Virtual Reality Studio,"436 State St, Ste B",Santa Barbara,CA,93101,34.4167818,-119.6951394,5.0,30,0,"{'WiFi': ""u'free'""}","Recreation Centers, Arts & Entertainment, Virtual Reality Centers, Active Life","{'Monday': '11:0-20:0', 'Friday': '16:0-20:0', 'Saturday': '16:0-20:0', 'Sunday': '16:0-20:0'}"
uHprVoxTV7CwKJdaEEf3aA,Challenge Asphalt Paving,118 Nopalitos Way,Santa Barbara,CA,93103,34.419063,-119.6783917,4.0,18,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Masonry/Concrete, Contractors, Home Services","{'Monday': '7:30-16:0', 'Tuesday': '7:30-16:0', 'Wednesday': '7:30-16:0', 'Thursday': '7:30-16:0', 'Friday': '7:30-16:0'}"
-kY_HDP7IMvGl-kBIZVU4A,Dune Coffee Roasters - Anacapa,528 Anacapa St,Santa Barbara,CA,93101,34.4189939,-119.6950684,4.0,320,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'None'}","Coffee & Tea, Coffee Roasteries, Food","{'Monday': '6:0-17:0', 'Tuesday': '6:0-17:0', 'Wednesday': '6:0-17:0', 'Thursday': '6:0-17:0', 'Friday': '6:0-17:0', 'Saturday': '6:0-17:0', 'Sunday': '7:0-17:0'}"
18eWJFJbXyR9j_5xfcRLYA,Siam Elephant,509 Linden Ave,Carpinteria,CA,93013,34.3965102,-119.5216815,4.5,460,1,"{'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'ByAppointmentOnly': 'False', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'OutdoorSeating': 'True', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'Corkage': 'True', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': None, u'romantic': None, u'classy': False, u'upscale': False}""}","Restaurants, Thai","{'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-21:30', 'Saturday': '12:0-21:30', 'Sunday': '12:0-21:30'}"
6jomGWEI4ryImrWPguUQQQ,Santa Barbara Athletic Club,520 Castillo St,Santa Barbara,CA,93101,34.413384,-119.7003408,3.0,55,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'GoodForKids': 'False', 'DogsAllowed': 'False'}","Fitness & Instruction, Swimming Pools, Active Life, Recreation Centers, Gyms","{'Monday': '0:0-0:0', 'Tuesday': '5:0-21:0', 'Wednesday': '5:0-21:0', 'Thursday': '5:0-21:0', 'Friday': '5:0-15:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}"
Ed7RUOj9MTUf9U-Y73bYlw,Run Montecito-Summerland,,Montecito,CA,93108,34.4366626,-119.6320753,2.5,8,1,"{'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",Active Life,
VeIrgRMOK_0ZToziUd2kUA,Franceschi Park,1510 Mission Ridge Rd,Santa Barbara,CA,93103,34.4399258,-119.6939139,4.5,26,1,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True'}","Parks, Active Life","{'Monday': '7:30-16:30', 'Tuesday': '7:30-16:30', 'Wednesday': '7:30-16:30', 'Thursday': '7:30-16:30', 'Friday': '7:30-16:30'}"
BkmVHg6HjHWMc0OFxcd6VQ,Hair By Audrey Johnson,,Santa Barbara,CA,93108,34.4381407,-119.6151426,5.0,5,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'True'}","Hair Stylists, Beauty & Spas, Hair Extensions, Hair Salons","{'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-16:0'}"
Jb1MlURq6ItKZ244tyoirA,Jessie Sessions - Berkshire Hathaway Santa Barbara,3868 State St,Santa Barbara,CA,93105,34.4408006,-119.7494444,5.0,19,1,"{'BusinessAcceptsCreditCards': 'False', 'BusinessAcceptsBitcoin': 'False'}","Real Estate Agents, Home Services, Real Estate, Real Estate Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
B5XSoSG3SfvQGtKEGQ1tSQ,Los Padres National Forest,San Marcos Pass Rd,Santa Barbara,CA,93105,34.597239,-119.510772,4.5,13,1,"{'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Parks, Active Life",
vLT1KtrA9bWvjFOg-0xVIg,Pieology Pizzeria,"7000 Hollister Ave, Ste F",Goleta,CA,93117,34.4304533,-119.8723449,3.5,131,0,"{'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'beer_and_wine'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'WiFi': ""u'no'"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True'}","Restaurants, Gluten-Free, Pizza, Vegan, Fast Food","{'Monday': '0:0-0:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-20:0'}"
-ujBP1Dw0j1-Ffaz97-LXQ,Lama Dog Tap Room,116 Santa Barbara St,Santa Barbara,CA,93101,34.4157471,-119.6884801,4.0,238,1,"{'RestaurantsReservations': 'False', 'WiFi': ""'free'"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'GoodForDancing': 'False', 'HappyHour': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'CoatCheck': 'False', 'Alcohol': ""'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'ByAppointmentOnly': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'DogsAllowed': 'True', 'WheelchairAccessible': 'True', 'NoiseLevel': ""'loud'"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Music': '{}', 'Smoking': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Beer, Wine & Spirits, Pubs, Arts & Entertainment, Kombucha, Nightlife, Wineries, Food, Bars, Beer Bar","{'Monday': '0:0-0:0', 'Tuesday': '11:30-17:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-0:0', 'Saturday': '11:30-0:0', 'Sunday': '11:30-22:0'}"
wYROX7rw9fkQrWUS2YyY9g,Will Nelson Fitness,"324 State St, Ste C",Santa Barbara,CA,93101,34.4157298,-119.6936606,5.0,7,1,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'AcceptsInsurance': 'False', 'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'WheelchairAccessible': 'True'}","Trainers, Health & Medical, Nutritionists, Boot Camps, Fitness & Instruction, Gyms, Active Life","{'Monday': '5:0-19:0', 'Tuesday': '5:0-19:0', 'Wednesday': '5:0-19:0', 'Thursday': '5:0-19:0', 'Friday': '5:0-19:0', 'Saturday': '6:0-13:0', 'Sunday': '6:0-13:0'}"
BMTtMWDR3zcR5T30GFDoXQ,CA Pro Home Inspection,"3463 State St, Ste 139",Santa Barbara,CA,93105,34.4402779329,-119.7442187682,5.0,5,0,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Real Estate, Home Services, Home Inspectors, Handyman, Real Estate Services","{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}"
kHOXo-IZSpixpctmHsGlyA,The Beach Grill at Padaro,3765 Santa Claus Ln,Carpinteria,CA,93013,34.4068624,-119.5485504,4.0,16,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True'}","American (Traditional), Restaurants",{'Monday': '11:0-20:0'}
